id: test-141813-329, starting consumer #0
id: test-141813-329, starting consumer #0, channel #0
id: test-141813-329, starting producer #0
id: test-141813-329, starting producer #0, channel #0
time               sent     received       consumer latency
1.002s       4382 msg/s   1621 msg/s 20469/97244/118222/148096/170354 µs
63.000s      5005 msg/s   5054 msg/s 121/816/1842/16965/30409 µs
64.000s      5004 msg/s   5007 msg/s 122/723/1318/8694/26658 µs
65.000s      5005 msg/s   5006 msg/s 118/541/1452/12249/25394 µs
66.000s      5001 msg/s   5000 msg/s 117/593/1522/11012/16230 µs
67.000s      5005 msg/s   5005 msg/s 122/1047/4693/18085/22269 µs
68.000s      5000 msg/s   4999 msg/s 120/325/1008/15016/30479 µs
69.000s      5005 msg/s   5005 msg/s 151/1504/2754/31560/42596 µs
70.000s      5001 msg/s   4996 msg/s 117/1004/2638/25918/38753 µs
71.000s      5005 msg/s   5010 msg/s 114/686/1593/14024/31685 µs
72.000s      5004 msg/s   5000 msg/s 112/593/1338/8807/23113 µs
73.000s      5001 msg/s   4877 msg/s 120/889/3954/14861/21699 µs
74.000s      5000 msg/s   5124 msg/s 116/626/2067/16329/30536 µs
75.000s      5005 msg/s   4994 msg/s 121/631/1333/5804/9481 µs
76.000s      5000 msg/s   4997 msg/s 111/541/1332/11534/26008 µs
77.000s      5000 msg/s   5018 msg/s 125/572/1618/7351/12965 µs
78.000s      5005 msg/s   5004 msg/s 111/825/2801/20944/34676 µs
79.001s      5002 msg/s   4796 msg/s 115/619/1452/9747/33460 µs
80.000s      5003 msg/s   5208 msg/s 125/929/3473/53833/82125 µs
81.000s      5000 msg/s   4957 msg/s 120/996/8559/86497/108557 µs
82.000s      5005 msg/s   5050 msg/s 118/935/5197/57684/90189 µs
83.000s      5005 msg/s   5005 msg/s 124/694/3397/12786/19802 µs
84.000s      5005 msg/s   5001 msg/s 115/330/1176/14394/20416 µs
85.000s      5000 msg/s   5002 msg/s 116/453/1184/17200/41027 µs
86.000s      5005 msg/s   5008 msg/s 116/689/1279/13108/19104 µs
87.000s      5001 msg/s   4999 msg/s 109/322/1028/5282/13462 µs
88.000s      5004 msg/s   5006 msg/s 117/851/1897/88471/104223 µs
89.000s      5001 msg/s   5000 msg/s 119/515/1495/8360/24769 µs
90.000s      5004 msg/s   5001 msg/s 126/1034/2319/113760/149389 µs
91.000s      5001 msg/s   4859 msg/s 113/739/1578/6758/18789 µs
92.000s      5004 msg/s   5071 msg/s 116/490/2059/32478/51107 µs
93.000s      5001 msg/s   5077 msg/s 107/533/1846/18433/30063 µs
94.000s      5005 msg/s   5007 msg/s 115/450/1282/37795/51137 µs
95.000s      5000 msg/s   5000 msg/s 110/471/1377/7035/14685 µs
96.000s      5005 msg/s   4917 msg/s 107/493/1015/5666/11931 µs
97.000s      5000 msg/s   5087 msg/s 113/485/3649/31628/51729 µs
98.000s      5000 msg/s   5000 msg/s 114/284/1157/11924/19504 µs
99.000s      5005 msg/s   5004 msg/s 116/652/1963/23342/45231 µs
100.000s     5000 msg/s   5000 msg/s 122/774/1506/32789/66886 µs
101.000s     5005 msg/s   5006 msg/s 116/855/9667/43030/70598 µs
102.000s     5000 msg/s   4994 msg/s 118/938/2974/17338/40294 µs
103.000s     5005 msg/s   4748 msg/s 115/327/1075/20940/34034 µs
104.000s     5001 msg/s   5261 msg/s 107/921/15183/111400/134054 µs
105.000s     5004 msg/s   5006 msg/s 117/315/1126/14897/26111 µs
106.000s     5005 msg/s   5005 msg/s 117/469/1220/24642/37368 µs
107.000s     5000 msg/s   5000 msg/s 119/812/2446/11095/16837 µs
108.000s     5001 msg/s   4996 msg/s 109/479/2904/17450/40891 µs
109.001s     5000 msg/s   5002 msg/s 114/545/1437/41028/68629 µs
110.000s     5005 msg/s   4983 msg/s 116/488/1861/17331/23821 µs
111.000s     5000 msg/s   4987 msg/s 115/679/1703/8420/11248 µs
112.000s     5005 msg/s   5042 msg/s 118/328/1038/7481/15642 µs
113.000s     5005 msg/s   5005 msg/s 118/969/8489/36644/48753 µs
114.000s     5005 msg/s   5002 msg/s 114/330/3898/26328/32265 µs
115.000s     5004 msg/s   5003 msg/s 111/322/2372/11234/19624 µs
116.000s     5001 msg/s   5004 msg/s 114/366/1275/4954/11603 µs
117.000s     5000 msg/s   4999 msg/s 117/259/871/5435/11453 µs
118.000s     5005 msg/s   4971 msg/s 123/1496/8840/54426/66940 µs
119.000s     5000 msg/s   5035 msg/s 111/283/842/11378/28860 µs
120.000s     5000 msg/s   5000 msg/s 126/474/1156/5821/9519 µs
121.000s     5005 msg/s   5005 msg/s 113/520/1342/11814/24085 µs
122.000s     5000 msg/s   5001 msg/s 127/508/1328/11719/19251 µs
123.000s     5005 msg/s   5000 msg/s 112/347/2252/24884/36338 µs
124.000s     5001 msg/s   5004 msg/s 111/1297/11245/51361/66053 µs
125.000s     5005 msg/s   4901 msg/s 127/1011/1909/29794/66801 µs
126.001s     5001 msg/s   5102 msg/s 124/980/7548/35492/42624 µs
127.000s     5004 msg/s   5003 msg/s 118/638/1599/7421/11191 µs
128.000s     4999 msg/s   5004 msg/s 110/761/3962/19148/33629 µs
129.000s     5006 msg/s   5004 msg/s 113/252/990/7635/13731 µs
130.000s     5000 msg/s   4989 msg/s 116/562/1178/6629/17956 µs
131.000s     5005 msg/s   4978 msg/s 111/733/1612/12317/21978 µs
132.000s     5005 msg/s   5043 msg/s 113/829/4229/31045/54496 µs
133.000s     5000 msg/s   4932 msg/s 111/457/4097/26304/38455 µs
134.000s     5005 msg/s   5073 msg/s 121/271/959/7963/13207 µs
135.000s     5005 msg/s   5002 msg/s 110/617/1220/10987/19090 µs
136.000s     5005 msg/s   5008 msg/s 120/671/1585/18842/32964 µs
137.000s     5005 msg/s   5005 msg/s 119/745/1876/13590/30030 µs
138.000s     5005 msg/s   5005 msg/s 120/634/1425/21298/34681 µs
139.000s     5000 msg/s   5000 msg/s 113/519/1131/4259/10924 µs
140.000s     5005 msg/s   4910 msg/s 126/675/2895/15447/35981 µs
141.000s     5001 msg/s   5090 msg/s 104/842/2624/20785/30233 µs
142.000s     4999 msg/s   5004 msg/s 110/820/1982/20901/35038 µs
143.000s     5005 msg/s   5005 msg/s 126/695/3011/27222/41842 µs
144.000s     5001 msg/s   5000 msg/s 111/417/1122/9313/15188 µs
145.000s     5005 msg/s   5005 msg/s 119/515/2223/35628/48424 µs
146.000s     5005 msg/s   5003 msg/s 110/447/6315/25807/35490 µs
147.000s     5005 msg/s   5007 msg/s 112/356/1037/10022/36592 µs
148.000s     5005 msg/s   4985 msg/s 113/385/1357/11061/25795 µs
149.000s     5000 msg/s   4806 msg/s 117/914/6700/29995/40463 µs
150.000s     5000 msg/s   5171 msg/s 112/779/8188/67085/88883 µs
151.000s     5005 msg/s   5046 msg/s 115/595/1233/15039/23514 µs
152.000s     5005 msg/s   5007 msg/s 114/591/2866/17151/24777 µs
153.000s     5000 msg/s   4996 msg/s 118/861/5476/33573/40447 µs
154.000s     5005 msg/s   5008 msg/s 115/666/1347/21130/28095 µs
155.000s     5001 msg/s   4876 msg/s 126/740/2055/16042/34777 µs
156.000s     5005 msg/s   5130 msg/s 113/496/10430/56823/72396 µs
157.000s     5004 msg/s   5000 msg/s 118/678/3609/46860/56646 µs
158.000s     4993 msg/s   4996 msg/s 116/541/1332/9737/14217 µs
159.000s     5011 msg/s   5014 msg/s 105/465/1481/17498/45219 µs
160.000s     5001 msg/s   4997 msg/s 107/307/1123/17622/42612 µs
161.000s     5005 msg/s   5003 msg/s 108/446/2226/16272/24317 µs
162.000s     5000 msg/s   4977 msg/s 111/731/1331/12968/28993 µs
163.000s     5000 msg/s   5024 msg/s 112/484/1411/10411/18427 µs
164.000s     5005 msg/s   5009 msg/s 116/526/1317/14016/34809 µs
165.000s     5005 msg/s   4997 msg/s 114/796/1673/11842/18634 µs
166.000s     5005 msg/s   4632 msg/s 122/1056/3602/45140/72796 µs
167.000s     5000 msg/s   5277 msg/s 112/908/3267/92142/117426 µs
168.000s     5000 msg/s   5101 msg/s 109/537/1857/17384/38453 µs
169.000s     5005 msg/s   5001 msg/s 110/545/2108/13796/22062 µs
170.000s     5005 msg/s   5010 msg/s 120/455/1285/6884/16028 µs
171.000s     5000 msg/s   4989 msg/s 115/591/1579/8113/13529 µs
172.000s     5005 msg/s   5016 msg/s 110/241/579/7116/20416 µs
173.000s     5005 msg/s   4988 msg/s 115/635/1370/9615/21629 µs
174.000s     5000 msg/s   5015 msg/s 107/255/851/12606/21153 µs
175.000s     5005 msg/s   4997 msg/s 116/350/1354/8374/13307 µs
176.000s     5000 msg/s   4999 msg/s 114/718/2278/16610/24389 µs
177.000s     5005 msg/s   5014 msg/s 119/539/3395/37632/51385 µs
178.000s     5001 msg/s   5001 msg/s 115/491/5060/38546/59329 µs
179.000s     5005 msg/s   4992 msg/s 109/518/1555/12395/17840 µs
180.000s     5000 msg/s   5005 msg/s 115/484/5792/26424/37436 µs
181.000s     5005 msg/s   4972 msg/s 112/667/3858/24422/36845 µs
182.000s     5004 msg/s   5044 msg/s 114/486/1176/11565/22167 µs
183.000s     5001 msg/s   4993 msg/s 121/691/1674/11975/21789 µs
184.000s     5005 msg/s   5006 msg/s 106/292/1331/16422/43135 µs
185.000s     5000 msg/s   5005 msg/s 118/524/1344/8165/14100 µs
186.000s     5000 msg/s   5000 msg/s 120/805/7675/47016/58348 µs
187.000s     5005 msg/s   4943 msg/s 118/615/1375/23536/38967 µs
188.000s     5005 msg/s   5065 msg/s 115/611/1261/8218/17553 µs
189.000s     5005 msg/s   5006 msg/s 115/998/3510/37375/65915 µs
190.000s     5000 msg/s   5000 msg/s 111/1006/9356/32207/44220 µs
191.000s     5000 msg/s   5000 msg/s 121/700/3624/16234/26413 µs
192.000s     5005 msg/s   5006 msg/s 122/843/2423/13246/19017 µs
193.000s     5000 msg/s   4991 msg/s 125/685/2190/18947/31928 µs
194.000s     5000 msg/s   5009 msg/s 115/915/2375/19653/41577 µs
195.000s     5005 msg/s   5003 msg/s 123/1333/3895/19740/27497 µs
196.000s     5000 msg/s   4998 msg/s 116/857/4370/31771/50352 µs
197.000s     5000 msg/s   5004 msg/s 112/658/5621/45513/69962 µs
198.000s     5000 msg/s   5000 msg/s 110/733/2353/10806/19772 µs
199.000s     5000 msg/s   5001 msg/s 120/398/1984/12449/22426 µs
200.000s     5005 msg/s   5005 msg/s 106/371/1693/12391/21384 µs
201.000s     5001 msg/s   4999 msg/s 117/407/1356/31748/56328 µs
202.000s     5000 msg/s   4995 msg/s 117/322/928/5933/13898 µs
203.000s     5000 msg/s   4974 msg/s 116/490/2655/19028/30025 µs
204.000s     5005 msg/s   5033 msg/s 118/1449/10352/55227/82211 µs
205.000s     5004 msg/s   5006 msg/s 112/872/3184/16113/34397 µs
206.001s     5002 msg/s   5004 msg/s 114/347/1384/12275/25141 µs
207.000s     5004 msg/s   4998 msg/s 113/297/1170/19628/33920 µs
208.000s     4999 msg/s   5001 msg/s 105/325/1052/7158/10236 µs
209.000s     5001 msg/s   5002 msg/s 121/636/1137/4867/17187 µs
210.000s     5005 msg/s   5004 msg/s 119/580/1259/12497/24315 µs
211.000s     5000 msg/s   5004 msg/s 112/481/4878/28719/44845 µs
212.000s     5000 msg/s   4996 msg/s 121/390/2190/10585/15066 µs
213.000s     5005 msg/s   5007 msg/s 113/419/3638/26529/37800 µs
214.001s     4997 msg/s   4999 msg/s 115/443/3222/17413/24332 µs
215.000s     5008 msg/s   5003 msg/s 121/1038/1983/22036/57189 µs
216.000s     5005 msg/s   5003 msg/s 118/477/1392/17832/27015 µs
217.000s     5000 msg/s   5006 msg/s 114/657/1523/10845/17625 µs
218.000s     5000 msg/s   5001 msg/s 118/454/1234/8489/17655 µs
219.000s     5006 msg/s   4984 msg/s 112/1037/2937/24814/33107 µs
220.000s     5000 msg/s   5018 msg/s 106/633/1234/10293/24324 µs
221.000s     5000 msg/s   4996 msg/s 114/738/1928/11462/26821 µs
222.000s     5005 msg/s   5007 msg/s 122/499/1216/9011/17607 µs
223.000s     5005 msg/s   5009 msg/s 121/638/1254/9124/34042 µs
224.000s     5005 msg/s   4993 msg/s 119/717/2050/27016/49338 µs
225.000s     5000 msg/s   5011 msg/s 120/486/1643/12285/26962 µs
226.000s     5005 msg/s   5005 msg/s 112/507/1317/13590/21926 µs
227.000s     5000 msg/s   4996 msg/s 117/412/1201/35762/61880 µs
228.000s     5005 msg/s   4997 msg/s 107/540/1103/14102/28083 µs
229.000s     5000 msg/s   5011 msg/s 116/476/3006/14178/25202 µs
230.000s     5000 msg/s   4967 msg/s 116/417/2461/11244/21419 µs
231.000s     5005 msg/s   5036 msg/s 120/535/1600/11882/31151 µs
232.000s     5000 msg/s   5002 msg/s 115/749/1794/32989/63793 µs
233.000s     5000 msg/s   4880 msg/s 109/919/2149/36283/62004 µs
234.000s     5001 msg/s   4988 msg/s 120/900/4843/24011/32819 µs
235.000s     5005 msg/s   5101 msg/s 112/554/1403/20252/35780 µs
236.000s     5005 msg/s   5042 msg/s 123/681/2225/14216/25010 µs
237.000s     5004 msg/s   5005 msg/s 107/537/3425/30422/42676 µs
238.000s     5001 msg/s   5000 msg/s 120/471/5089/31471/40118 µs
239.000s     5000 msg/s   4999 msg/s 118/520/1607/8131/12985 µs
240.000s     5000 msg/s   5001 msg/s 123/837/1757/10243/21772 µs
241.000s     5005 msg/s   5004 msg/s 113/558/1421/10460/19533 µs
242.000s     5005 msg/s   4977 msg/s 117/606/5575/30521/57732 µs
243.000s     5005 msg/s   5032 msg/s 119/405/1081/6517/10109 µs
244.000s     5000 msg/s   4822 msg/s 123/872/2021/16217/30566 µs
245.000s     5005 msg/s   5182 msg/s 119/728/4649/41778/52446 µs
246.000s     5001 msg/s   5003 msg/s 125/499/1256/18072/28672 µs
247.000s     5004 msg/s   5001 msg/s 121/479/1067/1985/4617 µs
248.000s     5000 msg/s   5002 msg/s 116/450/1120/8604/26740 µs
249.000s     5005 msg/s   4975 msg/s 104/825/3557/28173/40411 µs
250.000s     5005 msg/s   5032 msg/s 105/610/1357/9594/25208 µs
251.000s     5001 msg/s   5004 msg/s 120/897/5603/50934/83887 µs
252.000s     5005 msg/s   5005 msg/s 118/350/1142/10952/31789 µs
253.000s     5005 msg/s   5002 msg/s 117/746/7234/26241/32153 µs
254.000s     4999 msg/s   4998 msg/s 122/625/1901/20716/32956 µs
255.000s     5006 msg/s   5010 msg/s 113/712/1729/13786/18208 µs
256.000s     5000 msg/s   4996 msg/s 108/450/1230/9348/21021 µs
257.000s     5004 msg/s   5009 msg/s 115/459/1431/10420/15386 µs
258.000s     5006 msg/s   5005 msg/s 118/318/1246/12057/19175 µs
259.000s     5000 msg/s   4997 msg/s 119/361/1546/15226/33899 µs
260.000s     5005 msg/s   5007 msg/s 119/410/2351/60928/91543 µs
261.000s     5005 msg/s   4984 msg/s 111/545/1152/21186/47963 µs
262.000s     5000 msg/s   5016 msg/s 111/587/1088/8412/19833 µs
263.000s     5005 msg/s   5009 msg/s 104/377/1099/18117/24830 µs
264.000s     5000 msg/s   5001 msg/s 122/637/1266/14385/23432 µs
265.000s     5000 msg/s   5000 msg/s 112/568/1459/11061/18931 µs
266.000s     5005 msg/s   4889 msg/s 111/862/4150/43615/57007 µs
267.000s     5001 msg/s   5112 msg/s 112/720/4114/24815/36827 µs
268.000s     5004 msg/s   5008 msg/s 117/476/2135/21650/33498 µs
269.000s     5001 msg/s   5000 msg/s 110/660/1355/14949/22801 µs
270.000s     5004 msg/s   5005 msg/s 115/585/1702/9131/21015 µs
271.000s     5005 msg/s   5005 msg/s 120/683/4007/20393/40255 µs
272.000s     5001 msg/s   4887 msg/s 115/628/1460/21817/38673 µs
273.000s     5005 msg/s   5119 msg/s 112/271/942/9607/32368 µs
274.000s     4999 msg/s   5000 msg/s 106/372/1316/11556/20223 µs
275.000s     5001 msg/s   4983 msg/s 115/291/2576/16070/33739 µs
276.000s     5005 msg/s   5007 msg/s 118/654/3079/24499/34750 µs
277.000s     5005 msg/s   5018 msg/s 108/362/3089/52843/66176 µs
278.000s     5005 msg/s   4960 msg/s 111/427/2864/11614/20828 µs
279.000s     5000 msg/s   5046 msg/s 101/278/1504/11040/17130 µs
280.000s     5005 msg/s   5000 msg/s 110/295/1081/16247/25634 µs
281.000s     5000 msg/s   5005 msg/s 109/303/1183/16574/28973 µs
282.000s     5005 msg/s   5004 msg/s 111/573/2468/11694/16748 µs
283.000s     5005 msg/s   5006 msg/s 113/465/1188/10860/15035 µs
284.000s     4967 msg/s   4967 msg/s 111/272/984/12227/21202 µs
285.000s     5034 msg/s   4893 msg/s 112/778/2065/18237/34568 µs
286.000s     5005 msg/s   5127 msg/s 106/779/1362/18891/32298 µs
287.000s     5004 msg/s   5023 msg/s 117/294/1139/9704/16630 µs
288.000s     5005 msg/s   4955 msg/s 107/276/953/9694/24590 µs
289.000s     5000 msg/s   5015 msg/s 108/536/1407/9143/21891 µs
290.000s     5001 msg/s   4944 msg/s 112/415/2617/11636/18214 µs
291.000s     5004 msg/s   5095 msg/s 107/583/1827/17547/23000 µs
292.000s     5001 msg/s   5000 msg/s 118/382/1296/14303/23929 µs
293.000s     5000 msg/s   4992 msg/s 111/342/1122/7828/16651 µs
294.000s     5004 msg/s   5011 msg/s 113/264/831/4792/13330 µs
295.000s     5001 msg/s   4996 msg/s 113/273/1108/15074/28279 µs
296.000s     5005 msg/s   5012 msg/s 115/304/1149/8657/14336 µs
297.000s     5000 msg/s   4986 msg/s 109/547/1505/10619/17769 µs
298.000s     5005 msg/s   5019 msg/s 112/288/1236/10211/17623 µs
299.000s     5005 msg/s   4997 msg/s 114/715/2717/26632/40651 µs
300.000s     5005 msg/s   5010 msg/s 115/729/2534/23447/32276 µs
301.000s     5000 msg/s   4998 msg/s 119/1096/4576/24621/39883 µs
302.000s     5005 msg/s   5004 msg/s 114/823/5571/52851/72585 µs
303.000s     5000 msg/s   5000 msg/s 121/421/1123/10063/28674 µs
304.000s     5000 msg/s   5002 msg/s 109/565/7011/46357/70598 µs
305.000s     5005 msg/s   5004 msg/s 113/393/2717/18164/29175 µs
306.000s     5000 msg/s   5001 msg/s 119/374/1557/10818/16770 µs
307.000s     5006 msg/s   5008 msg/s 108/754/7399/46126/60819 µs
308.000s     5000 msg/s   4983 msg/s 110/368/1217/14502/29683 µs
309.000s     5004 msg/s   5019 msg/s 122/863/5808/31200/62673 µs
310.000s     5001 msg/s   4951 msg/s 108/742/6009/24954/39556 µs
311.000s     5005 msg/s   5052 msg/s 108/321/1333/13109/21257 µs
312.000s     4997 msg/s   5005 msg/s 117/525/2779/17934/36585 µs
313.000s     5003 msg/s   4997 msg/s 114/535/2192/18784/35274 µs
314.000s     5005 msg/s   4981 msg/s 114/989/12207/124753/151768 µs
315.000s     5000 msg/s   5015 msg/s 109/493/2142/14303/17839 µs
316.000s     5000 msg/s   5012 msg/s 122/776/3716/42157/61299 µs
317.000s     5005 msg/s   5005 msg/s 109/569/1129/15732/37379 µs
318.000s     5004 msg/s   5004 msg/s 124/654/3264/16103/45557 µs
319.000s     5001 msg/s   5000 msg/s 124/591/1258/7043/13714 µs
320.000s     5005 msg/s   5006 msg/s 111/809/1917/23036/32190 µs
321.000s     5000 msg/s   5000 msg/s 107/333/1159/12819/25717 µs
322.000s     5005 msg/s   5005 msg/s 116/455/1993/15885/21978 µs
323.000s     5005 msg/s   5005 msg/s 125/397/1027/7813/14963 µs
324.000s     5000 msg/s   4981 msg/s 119/357/1050/9271/20213 µs
325.000s     5005 msg/s   5024 msg/s 121/315/1036/12222/16887 µs
326.000s     5000 msg/s   4997 msg/s 117/664/1618/19324/30805 µs
327.000s     5001 msg/s   4999 msg/s 117/532/3449/44633/62255 µs
328.000s     5004 msg/s   4905 msg/s 111/485/1199/23658/33213 µs
329.000s     5000 msg/s   5072 msg/s 122/432/2376/16349/32236 µs
330.000s     5005 msg/s   5032 msg/s 118/708/1402/12234/31679 µs
331.000s     5001 msg/s   5004 msg/s 122/660/1332/13528/29425 µs
332.000s     4999 msg/s   4930 msg/s 105/638/2097/21918/32670 µs
333.000s     5006 msg/s   5071 msg/s 115/862/5390/34424/59704 µs
334.000s     5004 msg/s   5008 msg/s 124/722/1172/14236/28237 µs
335.000s     5001 msg/s   5002 msg/s 114/417/1627/21993/50255 µs
336.000s     5004 msg/s   5005 msg/s 120/442/1321/10799/33044 µs
337.000s     5001 msg/s   4999 msg/s 117/382/5039/29411/40210 µs
338.000s     5005 msg/s   5003 msg/s 115/432/3030/16394/28303 µs
339.000s     5000 msg/s   5000 msg/s 109/307/1176/8997/14057 µs
340.000s     5005 msg/s   4973 msg/s 135/996/2620/24155/45157 µs
341.000s     5000 msg/s   5028 msg/s 129/928/2006/10802/23069 µs
342.000s     5000 msg/s   5002 msg/s 122/599/1314/9044/17693 µs
343.001s     5000 msg/s   5005 msg/s 112/331/1138/17672/49166 µs
344.000s     5005 msg/s   5004 msg/s 121/632/1313/9849/16413 µs
345.000s     5000 msg/s   4989 msg/s 122/320/1344/12756/20391 µs
346.001s     5002 msg/s   5012 msg/s 117/422/1244/15529/23442 µs
347.000s     5004 msg/s   5005 msg/s 116/325/1033/14545/21638 µs
348.000s     5004 msg/s   4969 msg/s 119/540/1548/11126/18005 µs
349.000s     5004 msg/s   5039 msg/s 113/637/1631/24235/37079 µs
350.000s     5002 msg/s   5000 msg/s 123/432/1171/11071/15215 µs
351.000s     5000 msg/s   4928 msg/s 113/589/4689/24609/33417 µs
352.000s     5004 msg/s   5077 msg/s 111/415/2940/14617/29248 µs
353.000s     5000 msg/s   4977 msg/s 125/884/4411/20227/29492 µs
354.001s     5002 msg/s   5023 msg/s 118/740/2917/26882/49012 µs
355.000s     5004 msg/s   5005 msg/s 112/441/1221/12735/22974 µs
356.000s     5000 msg/s   5000 msg/s 121/730/2943/20007/29505 µs
357.000s     5005 msg/s   5006 msg/s 121/483/1095/9025/28054 µs
358.000s     5000 msg/s   4999 msg/s 110/824/6491/60574/87942 µs
359.000s     5000 msg/s   5001 msg/s 118/925/10647/47032/55174 µs
360.000s     5005 msg/s   4970 msg/s 110/762/3661/13306/21540 µs
361.000s     5005 msg/s   5025 msg/s 112/465/1197/8122/17996 µs
362.000s     5000 msg/s   5010 msg/s 111/596/1674/9215/20799 µs
363.000s     5005 msg/s   5009 msg/s 120/680/1356/7549/15859 µs
364.000s     5005 msg/s   5005 msg/s 116/439/1239/11851/22123 µs
365.000s     5000 msg/s   5000 msg/s 125/431/1332/11350/19221 µs
366.000s     5005 msg/s   5001 msg/s 110/437/2858/26737/44183 µs
367.000s     5000 msg/s   4998 msg/s 128/611/2079/32025/65364 µs
368.000s     5005 msg/s   5011 msg/s 111/657/12294/53202/77501 µs
369.001s     4999 msg/s   4893 msg/s 118/790/2594/16796/24194 µs
370.000s     5006 msg/s   5108 msg/s 129/823/3812/15367/28407 µs
371.000s     5001 msg/s   4964 msg/s 119/784/1633/14836/32912 µs
372.000s     5004 msg/s   5045 msg/s 118/693/2677/21949/33434 µs
