time,sent,received,latency_min,latency_median,latency_75th,latency_95th,latency_99th
1.001,501,501,237,10110,19648,21828,22036
2.000,500,499,192,293,423,3846,6852
3.000,500,501,182,257,312,666,2641
4.001,500,500,168,253,313,799,1718
5.000,500,500,172,226,277,513,1896
6.000,500,499,167,238,295,406,1214
7.000,500,501,164,232,290,397,1162
8.000,500,499,158,197,262,338,752
9.000,500,500,157,193,226,408,1188
10.000,500,501,154,192,225,579,2461
11.000,500,500,155,191,221,334,681
12.000,500,500,154,190,240,839,2864
13.000,500,500,149,187,222,474,3082
14.000,500,499,146,179,206,308,680
15.000,500,501,153,184,230,825,4952
16.000,500,499,147,178,204,313,522
17.000,500,501,148,187,213,300,505
18.000,500,500,155,185,219,310,782
19.000,500,500,154,197,221,513,1041
20.000,500,500,132,189,225,335,581
21.000,500,500,151,187,216,308,732
22.000,500,500,150,189,221,1530,1623
23.000,500,500,156,189,215,339,3173
24.000,500,500,161,200,223,325,560
25.000,500,499,157,192,225,320,520
26.000,500,500,155,188,214,304,916
27.000,500,501,152,182,205,318,1124
28.001,500,500,146,184,234,659,2332
29.003,499,498,153,183,221,380,1602
30.000,501,502,162,207,239,342,677
31.000,500,500,159,199,228,370,1493
32.000,500,500,149,188,223,347,962
33.000,500,500,155,188,209,322,1780
34.000,500,500,154,204,254,382,1872
35.000,500,499,150,184,205,300,426
36.000,499,500,152,184,233,327,835
37.000,501,501,154,192,233,347,687
38.000,500,499,159,207,260,639,1766
39.000,500,501,159,192,222,321,586
40.000,500,500,153,193,225,342,506
41.000,500,500,150,186,231,344,533
42.000,500,500,152,181,207,356,4564
43.000,500,500,149,185,222,322,476
44.001,500,500,149,186,220,365,2539
45.001,500,500,160,187,213,317,564
46.000,500,500,155,188,217,351,1435
47.000,500,499,153,191,239,347,1512
48.000,500,501,148,177,207,418,1548
49.000,500,499,147,182,240,494,4799
50.000,500,501,148,185,210,291,408
51.000,500,500,152,183,236,403,1549
52.000,500,500,151,187,223,315,543
53.000,500,500,152,186,221,314,696
54.000,500,500,152,187,209,314,984
55.000,500,500,150,181,206,295,804
56.000,500,500,149,186,214,430,1651
57.000,500,500,157,195,252,398,3433
58.000,500,500,150,187,207,304,926
59.000,499,500,148,196,224,335,583
60.000,501,500,153,197,219,306,385
61.000,500,500,149,195,222,315,653
62.000,500,500,150,193,232,360,866
63.000,500,500,149,186,227,668,3798
64.000,500,500,152,205,245,390,1445
65.000,500,500,152,208,248,332,701
66.000,500,500,155,213,265,402,1124
67.000,500,500,152,191,233,346,1216
68.000,500,499,149,188,215,300,612
69.000,500,501,154,206,256,337,739
70.000,500,500,149,198,222,371,1494
71.000,500,499,153,210,252,408,1070
72.000,500,501,154,198,226,403,963
73.000,500,500,157,201,246,373,1016
74.000,500,500,159,194,216,306,1271
75.000,500,500,155,195,229,358,2579
76.000,500,500,154,189,230,360,855
77.000,500,500,155,218,270,392,593
78.000,500,500,159,205,226,551,2128
79.000,500,500,160,212,261,348,1608
80.000,500,500,166,211,235,345,589
81.000,500,500,164,206,238,340,1397
82.000,500,500,171,247,308,496,1984
83.000,500,500,181,303,372,571,2192
84.000,500,499,200,337,428,619,1520
85.000,500,501,191,396,528,1022,1918
86.000,500,500,180,324,406,623,1897
87.000,500,500,169,286,392,4096,8556
88.000,500,500,169,240,304,461,930
89.000,500,500,160,208,255,376,608
90.000,500,500,149,202,238,340,1020
91.000,500,500,149,193,224,325,483
92.000,500,500,157,205,261,442,1872
93.000,500,500,156,199,233,341,610
94.000,500,500,151,187,212,324,1254
95.000,500,500,158,205,245,345,630
96.001,499,499,154,219,275,388,536
97.000,501,501,150,194,228,345,1528
98.000,499,499,153,196,222,333,469
99.000,501,501,158,204,247,373,1313
100.000,500,500,142,195,246,320,568
101.001,500,500,148,191,240,394,916
102.001,500,500,146,200,238,345,2057
103.000,500,500,147,193,251,360,1717
104.000,500,500,152,191,220,443,4626
105.001,500,500,150,198,232,390,2123
106.000,500,500,142,181,221,321,651
107.000,500,500,154,208,261,402,1105
108.000,500,500,137,200,251,379,518
109.000,499,499,157,196,241,373,618
110.003,500,500,158,201,232,478,817
111.000,501,501,148,206,243,351,735
112.000,500,500,145,198,234,344,939
113.000,500,500,154,214,274,439,930
114.000,500,500,126,188,232,333,732
115.000,500,500,153,190,223,332,555
116.001,500,499,147,190,214,304,388
117.000,500,501,162,213,257,400,1519
118.000,500,500,142,189,213,309,485
119.000,496,497,151,191,227,334,637
120.000,504,503,156,192,229,350,1361
121.000,500,500,153,194,241,375,1392
122.000,500,500,152,185,209,346,912
123.000,500,500,153,226,291,422,1170
124.000,500,500,151,203,264,469,1624
125.000,500,500,151,190,232,703,3983
126.000,500,500,145,181,204,340,779
127.000,500,500,151,198,268,510,1923
128.001,500,500,154,194,238,345,995
129.000,500,500,146,190,224,386,745
130.001,500,500,150,197,224,342,3229
131.000,500,500,148,185,215,369,1473
132.000,500,500,143,170,194,303,1246
133.002,499,498,136,193,245,687,1227
134.000,501,502,148,215,286,468,1087
135.000,500,500,153,203,259,511,1424
136.000,500,500,148,191,223,377,1519
137.000,499,499,148,202,252,412,905
138.000,501,501,149,190,232,343,559
139.000,500,500,148,194,224,359,505
140.001,500,500,149,184,219,331,625
141.000,500,500,146,191,232,328,436
142.000,500,500,151,199,236,481,1904
143.000,500,500,151,201,248,341,559
144.000,500,500,156,212,262,384,573
145.000,500,500,154,214,264,432,819
146.000,500,500,153,200,236,346,441
147.000,499,499,154,203,254,415,1156
148.001,501,500,146,190,245,381,2793
149.000,500,500,148,210,295,2234,6751
150.000,500,501,162,215,267,420,937
151.000,500,500,166,217,267,436,1285
152.000,500,500,156,200,233,311,493
153.000,500,500,161,212,266,448,2340
154.000,500,500,157,204,248,404,1937
155.000,500,500,159,205,235,357,615
156.000,500,500,159,193,218,331,538
157.000,500,500,155,201,257,418,1171
158.000,500,500,151,184,212,319,1161
159.000,500,500,159,206,266,448,876
160.000,500,500,158,206,262,394,985
161.000,500,500,144,186,213,338,610
162.002,500,493,150,185,218,391,763
163.000,500,507,153,191,224,344,1592
164.001,500,499,148,210,276,391,868
165.000,500,501,158,201,239,715,1744
166.000,500,500,150,193,217,317,633
167.001,500,500,161,206,230,332,507
168.000,500,500,141,180,204,314,440
169.000,500,500,145,181,206,354,614
170.000,500,499,166,198,229,352,880
171.000,500,501,149,193,226,329,546
172.000,500,499,151,190,219,354,636
173.001,500,501,157,199,237,395,1906
174.000,500,500,145,187,225,390,1663
175.000,500,500,138,185,254,403,1256
176.000,500,499,144,190,217,331,929
177.000,500,501,160,200,246,441,1273
178.000,500,500,157,199,249,363,627
179.000,499,500,152,191,224,340,883
180.000,501,500,156,190,237,349,503
181.000,500,500,149,196,228,330,614
182.000,500,500,152,208,268,428,1100
183.000,500,500,160,205,264,471,1147
184.000,500,500,159,214,283,544,1872
185.000,500,500,158,209,275,616,2579
186.000,500,500,154,193,223,342,626
187.000,500,500,151,200,245,387,476
188.000,500,500,157,205,262,399,916
189.000,500,500,156,205,256,369,759
190.000,500,500,154,194,232,422,1612
191.000,500,500,144,199,243,393,847
192.000,500,500,147,180,214,368,865
193.000,500,500,151,181,215,340,3888
194.000,500,500,148,181,199,283,584
195.000,500,500,148,179,212,346,839
196.000,500,500,146,186,222,355,1312
197.000,500,500,148,186,222,382,1556
198.000,500,500,156,203,248,361,993
199.000,499,499,160,216,280,427,2049
