time,sent,received,latency_min,latency_median,latency_75th,latency_95th,latency_99th
1.0,2004,2003,163,248,332,3661,9924
2.0,2002,2003,158,212,233,426,1310
3.001,2000,2000,167,210,240,685,4491
4.001,2002,2002,149,201,221,361,1131
5.001,2002,2002,150,205,225,367,2030
6.001,2000,2000,147,199,222,367,1072
7.0,2002,2002,144,198,218,275,499
8.0,2002,2002,145,200,217,282,391
9.0,2000,2000,150,201,224,307,661
10.0,2000,2000,154,203,228,340,4102
11.0,2002,2002,154,196,220,359,8220
12.001,1997,1996,157,194,214,307,659
13.0,2005,2006,137,202,229,518,1561
14.001,2001,2000,152,194,221,532,3727
15.001,2000,2000,151,200,220,368,1456
16.0,2001,2002,152,199,218,311,607
17.0,2000,2000,151,197,219,368,816
18.0,2000,2000,155,200,219,298,467
19.0,2000,2000,154,202,225,304,465
20.0,2001,2000,160,203,224,345,599
21.0,2001,2002,156,201,224,319,501
22.001,1999,1999,157,201,222,297,469
23.0,2004,2003,156,211,231,330,516
24.0,2002,2002,155,204,233,497,4430
25.001,2000,2000,156,196,219,342,1969
26.0,2002,2002,151,204,228,372,725
27.0,2001,2002,164,206,232,340,575
28.0,2002,2002,158,200,227,354,1468
29.0,2001,2000,147,204,229,300,1011
30.0,2002,2002,161,211,244,401,802
31.0,2000,2000,160,201,227,309,591
32.0,2002,2002,151,198,226,370,1417
33.0,2002,2002,157,196,216,295,573
34.001,2000,2001,157,202,230,372,590
35.0,2002,2001,138,205,238,335,707
36.0,2000,2000,146,200,225,332,536
37.0,2002,2002,150,206,239,349,551
38.0,2002,2002,160,226,272,408,682
39.0,2000,2000,155,215,255,363,1066
40.0,2000,2001,163,210,241,363,942
41.001,2000,2000,150,210,245,384,864
42.001,2002,2002,156,210,249,352,872
43.0,2002,2001,161,211,244,325,585
44.0,2002,2002,157,213,264,606,1154
45.0,2000,1997,161,214,249,335,721
46.0,2002,2005,155,220,254,340,555
47.0,2000,2001,157,214,247,324,522
48.001,2000,2000,157,229,270,409,2141
49.0,2002,2002,164,219,251,334,1039
50.0,2002,2002,147,233,278,348,610
51.001,2000,2000,142,232,271,346,844
52.0,2002,2002,158,229,272,344,996
53.0,2000,2000,156,245,285,360,632
54.0,2000,2000,157,241,280,382,692
55.001,2002,2002,141,233,271,322,402
56.001,1999,1998,153,241,280,333,453
57.0,2001,2002,161,238,280,322,414
58.0,2002,2002,157,238,282,343,455
59.0,2000,2000,153,237,278,310,348
60.0,2002,2002,139,253,288,359,1637
61.0,2002,2002,141,245,288,341,457
62.0,2000,2000,130,238,281,331,456
63.0,2002,2002,152,242,282,332,441
64.0,2002,2002,143,235,272,328,447
65.0,2000,2000,136,224,264,312,396
66.0,2002,2002,149,230,274,325,416
67.0,2000,2000,143,231,275,343,999
68.001,2002,2002,150,246,286,327,426
69.0,2000,2000,153,238,279,334,438
70.0,2002,2002,153,248,287,342,452
71.0,2001,2000,144,242,281,333,403
72.0,2000,2000,143,228,269,317,661
73.001,2000,2001,133,238,278,347,1515
74.0,2001,2001,142,244,280,346,510
75.0,2002,2002,146,237,279,355,523
76.0,2000,2000,154,234,277,388,885
77.0,2001,2000,149,238,281,353,515
78.0,2001,2002,153,241,282,339,700
79.0,2001,2000,152,233,273,323,399
80.001,2000,2001,139,224,265,315,404
81.0,2002,2001,148,230,270,323,478
82.0,2002,2002,145,224,260,310,348
83.0,2002,2002,149,235,275,334,494
84.0,2000,1997,133,235,272,313,382
85.0,2000,2003,141,234,273,345,669
86.0,2002,2002,144,233,272,338,736
87.0,2002,2000,143,236,274,333,466
88.0,2002,2004,144,238,281,344,702
89.0,2000,2000,152,251,288,342,447
90.0,2000,2000,150,249,288,374,1916
