time,sent,received,latency_min,latency_median,latency_75th,latency_95th,latency_99th
1.004,2002,2000,182,11849,41839,59763,73311
2.001,2001,2000,148,204,236,650,1537
3.001,2000,2002,133,284,655,4139,5866
4.0,2001,2000,134,270,352,1066,2337
5.0,2001,2002,141,244,299,452,932
6.0,2002,2002,138,239,297,433,957
7.0,2000,2000,137,240,298,408,2511
8.0,1999,2000,144,242,308,549,2156
9.0,2003,2002,140,230,295,457,2240
10.0,1999,2000,130,243,317,504,2819
11.0,2003,2002,147,233,303,486,1249
12.0,2000,2000,145,234,324,493,1086
13.0,2000,2000,144,254,329,713,7417
14.005,2004,2005,148,244,309,509,904
15.0,1996,1995,140,260,324,453,786
16.006,2000,2000,147,261,326,531,1110
17.0,2001,2001,144,254,321,519,4938
18.0,2000,1999,149,241,322,584,2599
19.0,2000,2001,144,239,298,413,744
20.0,2002,2002,142,255,321,677,1999
21.001,2000,2001,149,247,305,499,2407
22.0,2002,2001,149,252,309,380,785
23.0,2000,2000,149,249,300,370,559
24.0,2002,2002,143,239,294,351,480
25.0,2000,2000,139,251,308,429,707
26.0,2000,2000,138,241,320,563,1344
27.001,2000,1999,147,236,306,421,610
28.0,2002,2004,142,234,305,428,904
29.0,2000,2000,140,237,320,510,1070
30.0,2002,2001,147,226,305,402,1924
31.0,2000,2000,139,236,317,473,837
32.001,1998,1999,148,221,313,397,571
33.0,2004,2004,139,245,314,410,713
34.0,2002,2001,137,230,303,487,883
35.0,2000,2001,148,242,304,490,983
36.001,2000,2000,140,238,310,633,2470
37.0,2002,2002,145,246,306,503,950
38.0,2002,2002,136,239,294,384,674
39.0,2000,1999,140,234,299,489,1299
40.0,2000,2001,136,232,298,413,722
41.0,2000,2000,138,231,304,470,847
42.001,1999,1998,144,235,302,461,919
43.0,2003,2004,147,221,294,409,742
44.0,2000,2000,143,222,292,380,610
45.001,2001,1999,149,226,314,553,1122
46.0,2001,2003,142,230,324,623,1094
47.0,2000,2000,134,249,312,440,694
48.004,2001,2000,142,250,304,408,4601
49.0,2000,2001,146,229,289,375,706
50.0,2000,2000,144,241,300,377,583
51.0,2000,2000,143,238,307,568,3627
52.0,2002,2002,143,227,297,408,639
53.0,2000,2000,135,238,294,381,714
54.0,2002,2002,146,236,303,437,837
55.0,2000,2000,146,237,310,437,651
56.0,2000,2000,141,238,304,397,769
57.0,2002,2002,143,248,305,367,533
58.0,2000,2000,124,243,307,427,683
59.0,2000,2000,155,232,305,461,868
60.002,2000,2000,150,234,311,445,826
61.0,2003,2001,124,223,298,377,648
62.0,2000,2001,129,237,310,518,957
63.0,2000,2000,132,228,308,392,773
64.001,2000,1999,135,242,307,423,834
65.0,2002,2003,135,249,305,370,672
66.0,2000,2000,132,254,352,820,3523
67.001,2000,1999,140,269,407,1837,7425
68.004,2000,2001,142,225,303,546,972
69.0,2001,2001,143,241,344,627,1149
70.0,2002,2002,145,221,308,568,930
71.002,2001,2002,135,228,295,408,555
72.0,2000,1998,137,230,306,440,767
73.0,2000,2000,135,225,305,556,3599
74.0,2002,2002,127,218,291,385,719
75.0,2000,2002,129,227,299,443,718
76.0,2004,2002,134,236,311,546,1513
77.0,2000,2000,132,233,293,513,826
78.001,2001,2000,132,236,288,360,558
79.001,2000,1999,132,240,292,347,496
80.0,2001,2003,138,241,292,360,550
81.0,2002,2002,134,240,293,346,443
82.0,2000,2001,133,237,302,452,887
83.0,2000,1999,134,229,294,356,497
84.0,2002,2002,130,228,295,398,616
85.0,2002,2002,129,228,296,376,861
86.0,2000,2000,138,242,316,599,1171
87.0,2002,2002,129,242,295,371,612
88.0,2000,2000,123,243,299,375,596
89.0,2000,2000,136,255,305,391,787
90.001,2001,2000,139,236,297,395,719
91.0,2001,2002,144,255,325,525,1109
92.0,2000,2001,138,249,312,445,1109
93.0,2000,2000,135,236,312,650,1298
94.0,2002,2001,156,241,364,667,2441
95.0,2002,2002,138,235,308,437,861
96.0,2000,2001,126,241,302,360,667
97.0,2000,1999,124,228,301,388,673
98.0,2002,2003,132,246,304,414,681
99.0,2002,2001,134,249,305,391,626
100.0,2000,2001,135,238,297,359,618
101.0,2002,2002,133,236,292,388,703
102.003,2000,1994,139,227,310,548,907
103.0,2001,2007,141,242,319,563,1235
104.001,2001,2000,135,232,301,424,785
105.0,2001,2002,138,226,296,451,950
106.0,2000,2001,138,228,312,562,850
107.0,2002,2002,144,222,292,397,951
108.0,2000,2000,126,221,285,359,515
109.0,2002,2002,123,226,301,484,807
110.0,2000,2000,134,218,307,506,791
111.0,2000,2000,148,225,339,600,1001
112.0,2002,2002,131,235,348,557,972
113.0,2002,2002,134,231,300,451,772
114.0,2000,2000,150,222,334,640,1040
115.001,2002,1999,138,231,351,642,1278
116.0,2000,2003,125,235,290,379,672
117.001,2002,1999,124,232,288,386,776
118.001,2000,2003,138,232,295,389,622
119.0,1997,1996,127,226,281,351,502
120.0,2004,2005,125,248,299,421,787
121.001,2001,2000,125,242,303,445,711
122.0,2001,2002,137,245,318,564,1135
123.0,2002,2002,141,244,319,562,1042
124.0,2000,2000,136,239,301,410,592
125.0,2003,2002,137,231,303,373,541
126.0,2000,2002,114,234,308,441,738
127.001,2001,2000,136,212,294,349,477
128.001,2000,2000,131,236,312,420,771
129.0,2003,2002,137,229,295,349,508
130.0,2000,2000,128,233,298,360,678
131.0,2002,2002,126,216,281,318,397
132.0,2002,2002,121,240,293,362,646
133.0,2000,2000,127,234,293,349,474
134.001,2001,2000,131,246,302,398,760
135.0,2000,2002,136,245,307,416,713
136.0,2001,2000,125,230,296,409,609
137.0,2000,2000,135,230,301,434,860
138.0,2002,2002,140,225,297,409,715
139.0,2000,2000,136,212,285,344,502
140.0,2000,2000,118,230,305,456,994
141.0,2002,2001,119,213,289,358,538
142.001,2002,2001,131,218,293,394,602
143.0,2000,2001,137,223,298,441,806
144.001,2007,2007,132,231,303,474,875
145.0,1994,1995,134,233,318,655,11445
146.0,2000,2000,130,247,301,386,818
147.0,2002,2003,137,241,298,386,825
148.0,2002,2001,142,234,295,477,799
149.0,2000,2000,128,239,302,425,768
150.0,2000,2000,132,256,313,472,765
151.001,2001,2001,133,238,301,422,732
152.0,2001,2001,135,227,298,493,1188
153.0,2002,2002,140,228,314,593,1054
154.0,2002,2002,140,239,296,426,848
155.0,2000,2001,139,227,294,465,765
156.0,2002,2001,140,241,307,458,1125
157.0,2000,2000,143,232,304,465,1568
158.0,2002,2002,133,227,305,382,547
159.0,2002,2003,144,242,349,554,978
160.001,2000,2000,135,229,307,450,716
161.0,2002,2002,148,228,301,387,691
162.0,2002,2002,129,239,303,393,687
163.0,2000,2000,137,236,311,564,1057
164.0,2000,2000,141,249,305,409,788
165.001,2000,2000,144,245,325,539,924
166.001,2002,2002,136,239,299,446,755
167.0,2002,2002,128,239,308,477,1437
168.0,2000,2000,131,240,301,448,800
169.0,2000,2000,130,232,299,409,823
170.0,2002,2001,142,237,319,649,1476
171.001,2002,2001,141,242,331,666,1154
172.0,2002,2003,140,234,326,747,6110
173.0,2000,2001,136,243,330,603,993
174.0,2002,2002,142,246,311,504,1090
175.001,2000,2000,131,238,314,525,830
176.001,2001,2000,131,230,295,449,920
177.0,2001,2002,133,238,338,710,1271
178.0,2002,2002,129,228,299,408,641
179.0,2000,2000,142,234,357,664,1353
180.0,2002,2001,124,228,298,407,582
181.001,2000,2001,139,237,323,462,850
182.0,2002,2002,138,239,312,460,762
183.0,2002,1995,146,248,332,515,1044
184.0,2001,2005,136,254,315,527,1042
185.0,2002,2003,134,250,318,466,659
186.0,2000,2000,135,273,362,753,1470
187.0,2000,2000,135,233,307,483,1245
188.001,2000,2000,147,236,350,614,1029
189.0,2002,2002,136,258,336,603,1055
190.0,2000,2000,130,250,305,440,619
191.0,2002,2002,131,237,301,427,773
192.0,2000,2000,119,246,315,463,900
193.0,2002,2002,143,250,314,453,1013
194.0,2000,2000,135,247,322,507,897
195.0,2000,2000,129,230,310,509,944
196.0,2002,2002,128,231,304,447,772
197.0,2000,2000,129,247,315,659,1689
198.0,2002,2002,128,254,312,425,789
199.0,2002,2002,139,249,325,549,1027
200.0,2000,2001,148,247,323,563,1061
201.0,2001,2001,146,233,319,487,927
202.0,2001,2000,137,239,330,690,2334
203.0,2000,2000,153,230,334,597,987
204.0,2002,2002,138,228,311,454,901
205.0,2000,2000,141,229,314,412,839
206.0,2000,2001,136,232,308,435,983
207.0,2002,2001,133,232,333,608,1019
208.0,2002,2003,135,224,310,599,1022
209.0,2002,2002,136,224,307,577,1024
210.0,2002,2001,122,239,311,650,1546
211.0,2000,2001,137,228,312,512,849
212.0,2000,1999,138,223,296,421,690
213.0,2000,2001,139,229,310,444,790
214.001,2000,2000,135,231,311,623,1676
215.0,2002,2002,128,243,318,497,724
216.0,2002,2002,127,237,317,536,1066
217.0,2000,2000,132,243,317,541,1315
218.0,2000,1999,126,238,304,542,1253
219.0,2002,2002,136,249,326,546,874
220.0,2000,2001,132,234,300,437,732
221.001,2000,2000,127,229,297,437,655
222.0,2002,2000,133,229,302,436,832
223.0,2002,2004,135,239,315,523,1027
224.0,2000,2000,138,239,288,331,424
225.0,2000,1999,134,242,305,471,867
226.0,2002,2003,136,238,300,374,640
227.0,2002,2002,148,230,306,413,813
228.0,2000,2000,136,234,307,371,556
229.0,2000,2000,145,228,306,443,709
230.0,2000,2000,138,239,297,351,568
231.0,2000,2000,133,253,300,385,570
232.0,2002,2002,122,241,292,346,493
233.001,2001,2000,142,238,297,402,729
234.0,2001,2002,129,222,284,436,750
235.0,2000,2000,132,236,309,388,662
236.0,2002,2002,138,238,308,442,723
237.0,2001,2000,143,247,379,670,1841
238.0,2002,2001,139,233,321,554,889
239.0,1999,2001,123,242,315,478,958
240.0,2002,2002,133,245,309,426,721
241.0,2001,2000,124,239,306,444,793
242.0,2002,2002,140,227,287,346,457
243.0,2000,2000,129,225,292,429,869
244.0,2002,2002,139,236,308,482,916
245.0,2000,2000,129,222,288,405,581
246.0,2002,2002,142,234,310,516,975
247.0,2000,2000,141,238,315,569,1903
248.0,2002,2002,132,218,282,350,616
249.0,2000,1999,143,234,294,489,877
250.0,2002,2003,135,241,296,397,602
251.0,2002,2002,140,237,292,386,609
252.0,2000,2000,123,235,288,382,546
253.0,2002,2002,125,216,271,327,475
254.0,2002,2002,130,234,290,360,564
255.0,2000,2000,135,220,295,390,636
256.0,2000,2000,132,227,307,461,862
257.0,2002,2002,137,223,313,446,1006
258.0,2002,2002,127,218,300,403,771
259.0,2000,2000,134,245,301,388,667
260.0,2002,2002,125,241,298,396,625
261.0,2000,2000,135,242,302,380,693
262.0,2000,2000,141,243,315,445,790
263.0,2000,2000,132,238,332,561,983
264.0,2000,2001,136,239,299,416,867
265.0,1999,1999,129,231,292,384,635
266.0,2003,2003,138,232,296,393,1242
267.0,2000,1999,130,248,297,410,767
268.0,2002,2002,133,248,337,679,2969
269.0,2002,2002,133,245,302,396,818
270.0,2000,2000,130,244,307,423,994
271.0,2000,2000,142,236,324,595,1061
272.0,2002,2003,145,242,362,811,1842
273.0,2002,2001,124,227,305,386,690
274.0,2000,2000,135,237,314,422,798
275.0,2002,2003,138,235,319,522,1216
276.001,2000,2000,139,234,311,513,722
277.0,2002,2002,129,232,309,379,558
278.0,2000,1999,130,254,305,378,623
279.0,2000,2001,133,227,285,327,435
280.0,2002,2002,129,225,292,378,621
281.0,2002,2002,136,226,284,374,656
282.0,2001,2001,126,231,308,501,882
283.0,2001,2001,133,218,281,368,556
284.0,2000,1999,138,217,291,363,520
285.0,2000,2001,131,220,285,372,526
286.0,2002,2002,134,210,282,328,421
287.0,2000,2000,131,240,300,426,846
288.0,2002,2002,131,248,295,379,666
289.0,2000,2000,126,230,277,357,590
290.0,2002,2002,133,233,291,386,502
291.0,2002,2002,134,233,306,408,575
292.0,2000,2000,125,226,285,368,514
293.0,2000,2000,133,236,302,393,534
294.0,2002,2002,139,231,296,369,553
295.0,2000,2000,127,234,293,366,741
296.0,2000,2000,127,233,289,340,421
297.0,2002,2002,143,236,308,455,810
298.0,2000,2000,130,236,297,404,744
299.0,2000,2000,138,227,299,408,705
300.0,2002,2002,139,231,316,440,755
301.0,2000,2000,131,227,312,434,736
302.0,2002,2002,137,222,300,374,559
303.0,2001,2000,125,242,300,382,517
304.0,2000,2000,137,237,312,525,2115
305.0,2002,2002,133,246,308,406,566
306.0,1999,2000,131,246,298,365,515
307.0,2002,2002,132,244,307,454,817
308.0,2002,2002,132,242,303,440,780
309.0,2001,2000,138,238,301,444,1085
310.0,2001,2002,139,249,305,409,760
311.0,2001,2000,127,236,288,416,691
312.0,2001,2002,135,252,305,472,4952
313.0,2002,2002,126,233,297,379,920
314.0,2001,2000,135,230,305,506,1054
315.0,2000,2000,129,248,317,468,893
316.0,2002,2002,136,235,302,400,653
317.0,2000,2000,135,249,317,459,900
318.0,2000,2000,123,235,307,413,822
319.0,2002,2002,139,217,295,348,589
