time,sent,received,latency_min,latency_median,latency_75th,latency_95th,latency_99th
148.0,3003,3003,133,200,250,327,464
149.0,3005,3006,132,201,270,1285,3451
150.0,3004,3003,133,205,257,335,474
151.0,3003,3003,131,198,246,317,406
152.0,3003,3003,127,197,248,325,455
153.001,3004,3005,131,196,238,335,724
154.001,3003,3002,131,196,240,320,415
155.0,3004,3005,125,199,237,320,492
156.0,3004,3003,131,206,256,353,616
157.0,3006,3006,125,198,239,339,788
158.0,3005,3006,124,201,251,379,1341
159.0,3006,3006,121,195,234,325,769
160.0,3003,3003,126,201,252,330,465
161.001,3004,3002,126,200,252,359,2266
162.0,3005,3007,133,201,251,335,508
163.001,3004,3004,126,194,229,314,397
164.001,3004,3003,125,193,243,308,406
165.0,3004,3005,125,202,249,330,600
166.0,3006,3006,133,198,238,331,459
167.0,3006,3006,130,195,238,328,519
168.0,3003,3003,117,200,249,356,541
169.0,3006,3006,126,194,235,316,488
170.0,3003,3002,124,198,252,440,2961
171.0,3003,3004,127,190,233,317,396
172.0,3003,3002,125,204,257,369,598
173.0,3003,3003,125,201,247,324,422
174.0,3006,3006,127,199,244,331,509
175.0,3006,3006,127,203,253,351,750
176.0,3003,3003,134,203,254,343,1197
177.0,3003,3003,125,202,255,370,2025
178.0,3006,3006,128,200,246,348,525
179.0,3006,3006,123,198,246,332,496
180.0,3003,3003,124,196,247,346,515
181.0,3006,3006,124,200,266,432,3185
182.0,3006,3006,132,198,247,330,391
183.0,3003,3003,120,200,255,335,852
184.0,3006,3006,129,193,230,311,351
185.0,3003,3003,123,201,255,362,1310
186.0,3003,3003,131,195,236,320,373
187.0,3006,3006,136,202,252,349,2170
188.001,3003,3004,122,194,231,312,370
189.0,3006,3005,127,198,244,330,624
190.0,3005,3006,134,199,246,327,1044
191.0,3003,3003,132,198,248,339,460
192.0,3004,3003,127,203,243,330,454
193.0,3005,3006,130,202,256,333,495
194.0,3003,3003,135,199,233,333,468
195.0,3006,3006,126,200,244,336,449
196.0,3003,3003,127,203,249,332,474
197.0,3006,3006,123,198,264,3375,5322
198.0,3003,3002,130,200,244,334,427
199.0,3006,3006,135,207,259,364,832
200.0,3004,3004,124,200,247,328,430
201.0,3005,3006,125,200,257,351,666
202.0,3006,3006,117,202,256,340,771
203.0,3006,3005,129,201,258,339,1271
204.0,3003,3004,124,202,245,330,398
205.0,3006,3005,127,204,249,328,380
206.0,3003,3004,131,205,250,329,418
207.0,3006,3005,127,197,238,329,428
208.0,3003,3004,133,201,243,327,460
209.0,3006,3005,120,204,244,326,468
210.0,3006,3006,127,209,274,505,4400
211.0,3003,3003,129,208,278,1116,6020
212.0,3006,3006,125,200,239,338,440
213.0,3003,3003,128,194,239,326,732
214.0,3006,3006,131,200,239,365,545
215.0,3006,3005,129,205,246,337,468
216.0,3003,3004,132,212,262,347,448
217.0,3006,3006,128,199,250,334,464
218.0,3003,3003,127,202,249,339,447
219.0,3003,3003,127,192,234,329,519
220.001,3004,3001,126,199,250,338,445
221.0,3005,3008,132,198,243,332,515
222.0,3006,3006,126,206,262,358,505
223.0,3002,3002,133,210,257,338,441
224.0,3004,3004,133,204,247,327,424
225.0,3005,3006,129,192,229,319,551
226.0,3006,3006,134,205,270,351,625
227.0,3003,3003,126,203,253,343,530
228.0,3006,3006,128,196,237,322,377
229.0,3004,3003,123,200,244,325,389
230.001,3004,3004,125,200,245,336,660
231.001,3005,3005,134,206,248,323,372
232.0,3005,3006,135,200,243,325,385
233.002,3005,3005,130,197,232,314,349
234.0,3004,3003,124,196,238,312,355
235.0,3005,3006,122,199,243,325,1621
236.0,3003,3003,127,202,253,340,691
237.001,3005,3005,125,193,248,454,3880
238.001,3005,3005,132,195,233,314,350
239.001,3006,3005,131,194,234,317,512
240.0,3005,3006,132,193,234,317,575
241.001,3004,3003,127,195,238,317,362
242.001,3005,3006,123,195,241,317,381
243.0,3006,3006,125,197,238,322,411
244.0,3003,3003,132,199,241,318,428
245.0,3006,3006,129,205,256,343,523
246.0,3006,3006,131,192,227,315,409
247.0,3003,3003,129,202,252,324,520
248.0,3006,3006,120,200,240,316,362
249.0,3006,3005,121,206,265,364,705
250.0,3006,3007,128,201,254,325,475
251.0,3006,3005,122,197,252,370,610
252.0,3003,3004,124,192,240,323,460
253.0,3006,3006,134,206,263,335,508
254.0,3006,3005,125,201,253,347,549
255.0,3003,3004,126,206,257,348,518
256.0,3006,3005,132,203,239,338,449
257.0,3003,3003,118,203,252,391,701
258.0,3003,3003,124,206,250,351,1905
259.001,3004,3001,125,207,260,348,525
260.001,3000,3004,123,209,255,351,535
261.0,3008,3007,131,200,250,333,489
262.0,3006,3006,130,202,244,331,405
263.0,3003,3003,123,198,240,324,582
264.0,3003,3003,134,202,247,331,562
265.0,3006,3006,124,202,247,319,356
266.0,3003,3003,123,194,251,1520,3536
267.0,3006,3006,138,204,253,355,1280
268.0,3005,3006,133,201,247,324,558
269.0,3004,3003,137,213,260,337,466
270.0,3006,3006,132,207,253,330,440
271.0,3003,3003,134,211,266,348,584
272.0,3006,3006,137,202,248,324,362
273.0,3003,3003,132,206,245,324,369
274.0,3006,3006,140,198,246,334,2474
275.0,3003,3003,136,204,248,338,981
276.0,3005,3006,134,206,255,334,671
277.0,3004,3003,142,209,261,350,1460
278.0,3003,3003,135,205,249,335,659
279.0,3005,3006,137,203,248,334,817
280.0,3006,3006,131,207,249,327,386
281.0,3003,3003,139,199,242,318,570
282.0,3006,3005,134,206,250,334,572
283.0,3006,3007,134,207,243,328,391
284.0,3003,3003,140,202,247,328,445
285.0,3003,3003,138,201,250,318,408
286.0,3006,3005,135,212,252,338,455
287.0,3006,3007,139,210,257,335,428
288.0,3003,3002,138,208,251,326,512
289.0,3006,3007,142,204,246,322,395
290.0,3003,3003,131,205,251,343,836
291.0,3003,3003,132,199,252,361,577
292.0,3006,3006,136,207,254,329,433
293.0,3006,3006,139,211,266,349,559
294.0,3006,3005,140,206,261,375,623
295.0,3006,3006,141,206,245,349,947
296.0,3003,3003,136,207,261,346,573
297.0,3006,3006,134,206,263,357,732
298.0,3003,3003,129,205,251,333,480
299.001,3004,3002,137,201,248,357,491
300.0,3005,3007,138,206,252,324,503
301.0,3003,3003,129,196,231,320,423
302.0,3006,3006,128,199,238,322,484
303.0,3003,3004,139,200,241,334,648
304.001,3005,3004,133,209,260,361,786
305.0,3004,3005,140,208,258,347,499
306.0,3006,3005,139,209,248,341,533
307.0,3006,3006,138,206,249,349,2314
308.0,3003,3003,135,204,252,333,538
309.0,3006,3006,137,203,251,345,675
310.0,3005,3006,137,207,250,334,486
311.0,3004,3003,136,203,245,342,525
312.0,3006,3006,137,203,250,327,528
313.0,3003,3003,140,207,260,329,467
314.001,3003,3003,141,208,249,326,469
315.0,3006,3006,135,206,265,680,1695
316.0,3003,3003,138,210,252,339,514
317.0,3005,3006,139,207,248,336,1393
318.0,3004,3003,139,203,264,344,446
319.0,3006,3006,133,205,252,333,434
320.0,3003,3003,131,199,246,316,566
321.0,3005,3006,138,199,238,306,394
322.0,3004,3003,137,213,262,336,491
323.0,3006,3006,131,201,248,348,581
324.0,3003,3003,140,206,251,333,451
325.0,3005,3006,135,203,253,334,625
326.001,3003,3003,132,201,253,393,1087
327.0,3006,3006,139,203,246,325,446
328.0,3003,3003,131,200,253,346,515
329.001,3004,3004,135,208,261,375,670
330.0,3005,3005,125,200,243,317,459
331.001,3004,3003,132,203,247,337,485
332.0,3005,3005,135,205,247,326,462
333.0,3003,3003,128,199,247,333,442
334.0,3006,3007,120,199,248,325,439
335.0,3006,3005,118,201,259,363,702
336.0,3003,3004,120,196,241,328,591
337.0,3006,3005,130,202,248,336,473
338.0,3003,3004,128,201,242,330,462
339.001,3002,3002,126,201,240,317,365
340.0,3007,3006,133,207,254,338,482
341.0,3003,3004,126,192,228,310,439
342.0,3003,3003,131,202,248,326,428
343.001,3004,3003,126,201,251,329,945
344.0,3005,3005,132,202,248,328,410
345.001,3003,3004,127,210,266,388,1154
346.0,3006,3005,128,201,258,376,638
347.001,3004,3002,118,201,249,328,466
348.0,3005,3007,124,201,259,328,525
349.0,3006,3006,133,199,246,330,491
350.0,3006,3006,126,198,248,330,670
351.0,3003,3004,133,201,250,345,601
352.0,3006,3005,128,201,254,348,497
353.0,3006,3006,128,203,253,342,497
354.0,3003,3003,137,212,274,419,1684
355.0,3006,3006,127,199,251,333,767
356.0,3005,3006,133,200,245,333,541
357.0,3004,3003,126,199,239,311,367
358.0,3003,3003,128,199,241,320,612
359.0,3003,3003,128,192,234,325,427
360.0,3005,3006,126,200,252,350,5416
361.0,3004,3003,131,196,245,321,593
362.0,3005,3006,130,205,265,341,550
363.0,3006,3006,128,195,239,321,425
364.001,3004,3003,134,201,239,323,387
365.0,3005,3006,128,198,240,325,508
366.0,3004,3003,128,198,241,326,439
367.0,3005,3006,127,196,233,328,1015
368.0,3004,3003,132,203,248,339,475
369.0,3006,3006,132,202,249,341,473
370.0,3005,3006,127,199,242,328,458
371.0,3003,3003,125,189,226,316,584
372.0,3003,3003,122,197,246,349,632
373.0,3006,3006,127,196,240,332,518
374.001,3004,2996,132,200,255,330,681
375.0,3005,3012,126,197,254,384,856
376.0,3003,3003,123,194,239,323,531
377.0,3003,3001,135,201,257,390,2332
378.0,3003,3006,128,194,239,329,476
379.0,3006,3006,129,193,240,319,496
380.0,3003,3003,136,204,252,328,464
381.0,3006,3005,129,203,254,353,848
382.0,3006,3006,125,195,244,321,474
383.0,3003,3003,121,194,241,336,424
384.0,3003,3004,128,198,250,418,1573
385.0,3003,3003,130,204,262,336,465
386.0,3006,3005,130,203,249,339,508
387.0,3003,3003,118,204,243,353,1001
388.0,3005,3006,131,202,262,361,4168
389.0,3004,3003,124,195,235,313,411
390.0,3003,3003,118,198,240,324,426
391.0,3003,3003,125,201,244,336,666
392.0,3006,3006,131,204,250,351,483
393.0,3005,3006,137,206,255,387,1264
394.0,3003,3003,119,197,243,328,816
395.0,3006,3005,123,209,284,5011,6973
396.0,3003,3000,135,201,252,339,474
397.0,3006,3010,130,210,264,435,1672
398.0,3006,3006,130,199,246,326,435
399.0,3006,3006,129,202,259,356,905
400.0,3003,3003,122,192,231,328,418
401.0,3003,3003,130,205,248,353,605
402.0,3006,3005,120,197,238,322,507
403.0,3004,3005,137,206,257,339,445
404.001,3003,3003,128,195,244,341,499
405.0,3005,3004,128,199,254,356,720
406.0,3003,3003,123,195,239,322,456
407.0,3006,3006,131,201,251,359,572
408.0,3003,3004,127,200,242,339,473
409.0,3006,3005,122,199,247,330,462
410.0,3003,3003,129,211,268,345,509
411.0,3006,3006,122,199,236,319,440
412.0,3003,3004,126,204,259,349,445
413.0,3006,3005,123,194,241,311,456
414.001,3003,3004,134,198,251,360,761
415.0,3006,3005,127,195,232,319,441
416.0,3003,3003,124,198,237,326,461
417.0,3003,3003,120,205,253,362,1045
418.0,3003,3003,135,200,243,332,439
419.0,3006,3006,122,201,244,323,444
420.0,3006,3006,128,204,256,335,694
421.0,3003,3002,131,207,260,366,717
422.0,3003,3004,125,200,253,337,580
423.0,3003,3003,127,200,238,328,452
424.0,3003,3003,130,205,258,335,440
425.0,3006,3006,126,200,249,332,696
426.001,3002,3003,128,202,252,348,500
427.0,3006,3006,124,197,256,387,751
428.0,3003,3003,125,207,255,366,2028
429.0,3006,3006,126,202,246,330,476
430.0,3006,3006,127,196,242,340,574
431.0,3003,3003,130,193,231,312,487
432.0,3003,3003,124,197,248,334,461
433.0,3004,3003,123,197,239,323,426
434.001,3003,3004,126,197,244,340,480
435.0,3005,3001,126,208,257,385,7826
436.0,3006,3009,131,200,251,371,1194
437.0,3006,2991,126,201,250,363,485
438.0,3006,3020,131,201,241,330,494
439.0,3003,3003,131,199,238,325,475
440.0,3003,3004,132,204,251,342,507
441.0,3003,3003,115,198,239,313,415
442.0,3006,3006,131,196,245,336,496
443.0,3006,3006,128,194,245,330,1489
444.0,3006,3005,123,190,241,338,463
445.0,3003,3004,127,198,243,330,851
446.0,3003,3003,125,200,243,328,435
447.0,3003,3003,126,203,251,361,579
448.0,3006,3006,129,196,241,330,470
449.0,3006,3005,120,197,248,337,472
450.0,3006,3007,125,196,241,329,695
451.0,3006,3005,125,197,246,338,470
452.0,3003,3003,119,203,251,321,444
453.0,3003,3003,129,196,244,327,805
454.002,3003,3004,132,198,239,335,427
455.001,3005,3005,123,199,246,331,540
456.002,3006,3006,124,190,232,329,686
457.0,3006,3005,121,196,246,328,470
458.0,3006,3006,126,190,227,315,449
459.0,3003,3003,131,201,261,503,2920
460.0,3003,3003,124,199,243,322,383
461.0,3005,3006,126,207,257,343,571
462.0,3006,3006,128,194,235,328,822
463.001,3004,3004,122,209,262,333,452
464.0,3005,3005,128,197,233,315,395
465.001,2993,2993,126,195,239,314,394
466.0,3016,3016,128,198,248,332,455
467.0,3007,3007,127,204,256,340,497
468.0,3003,3002,127,204,274,2781,5324
469.0,3005,3006,118,197,245,332,505
470.0,3003,3002,133,198,239,324,438
471.0,3003,3004,124,202,249,330,644
472.0,3003,3003,120,195,234,328,460
473.0,3003,3003,124,195,236,320,441
474.001,3004,3004,132,188,234,334,2910
475.0,3006,3005,127,197,245,344,968
476.0,3005,3005,129,200,258,503,2746
477.0,3004,3004,133,199,238,321,385
478.0,3005,3006,124,198,235,325,408
479.0,3006,3005,128,200,235,324,359
480.0,3003,3003,126,190,230,316,387
481.0,3003,3004,131,197,239,323,456
482.0,3006,3005,131,194,231,315,383
483.0,3006,3006,125,196,238,320,443
484.0,3006,3006,124,195,238,316,371
485.0,3003,3003,129,195,243,323,518
486.0,3003,3003,133,200,237,327,405
487.0,3006,3006,130,199,242,324,718
488.0,3003,3003,129,204,269,1034,3072
489.0,3003,3003,129,188,228,307,404
490.0,3006,3006,130,202,248,322,412
491.0,3006,3006,127,196,236,315,371
492.0,3003,3003,102,192,228,309,388
493.0,3003,3003,130,196,234,314,367
494.0,3006,3007,128,199,237,320,697
495.0,3006,3005,126,193,237,313,351
496.001,3004,3004,123,192,232,318,364
497.0,3005,3005,126,205,249,330,409
498.0,3006,3006,131,199,247,322,538
499.0,3003,3003,127,194,236,314,398
500.0,3006,3006,131,195,236,323,395
501.0,3003,3004,118,193,238,316,356
502.0,3006,3005,133,201,242,316,374
503.0,3006,3006,127,196,236,314,358
504.0,3003,3003,125,193,236,311,397
505.0,3006,3006,128,196,238,312,365
506.0,3006,3006,126,199,246,322,564
507.0,3005,3006,112,194,238,325,1003
508.0,3004,3003,126,203,248,334,513
509.0,3006,3006,130,198,239,318,394
510.0,3002,3003,129,197,237,320,564
511.0,3007,3006,134,202,248,332,454
512.0,3006,3006,125,193,236,316,371
513.0,3006,3006,126,188,224,307,468
514.0,3003,3003,123,204,249,328,397
515.0,3003,3003,124,197,240,323,434
516.0,3006,3006,126,194,231,311,382
517.0,3003,3003,132,201,245,324,385
518.0,3006,3006,133,199,241,327,583
519.0,3003,3003,134,201,249,322,408
520.0,3005,3006,123,192,228,316,452
521.001,3004,3004,128,197,242,324,406
522.0,3006,3005,126,199,238,320,477
523.0,3003,3003,122,196,238,312,378
524.0,3006,3006,130,204,248,328,425
525.0,3003,3003,134,200,246,331,1194
526.0,3003,3003,126,191,227,310,450
527.0,3005,3006,115,204,265,358,792
528.0,3004,3003,124,201,246,329,848
529.0,3005,3006,127,202,249,342,518
530.0,3004,3003,131,203,245,335,509
531.0,3005,3005,132,202,248,335,397
532.0,3003,3004,119,201,248,334,566
533.0,3007,3006,134,201,243,326,574
534.0,3003,3003,121,199,247,333,474
535.0,3003,3003,128,199,241,318,393
536.0,3005,3006,130,192,240,319,433
537.0,3006,3006,119,196,231,309,371
538.0,3003,3003,118,194,236,317,496
539.0,3003,3003,124,204,262,351,856
540.0,3006,3006,132,198,238,316,368
541.0,3004,3003,132,201,247,325,387
542.0,3005,3006,128,199,243,339,3354
543.0,3006,3006,129,203,254,333,390
544.0,3003,3003,120,200,245,320,392
545.0,3003,3002,129,208,258,358,484
546.0,3003,3004,124,201,247,333,534
547.0,3006,3005,128,199,254,336,472
548.0,3006,3007,128,199,254,387,924
549.0,3003,3003,131,201,237,322,431
550.0,3003,3003,126,191,233,358,639
551.0,3005,3005,126,194,235,319,506
552.0,3004,3003,132,200,250,341,452
553.0,3003,3004,134,196,251,334,1223
554.0,3006,3005,132,208,261,347,552
555.0,3003,3004,123,197,248,320,467
556.0,3003,3003,130,196,248,318,429
557.0,3006,3005,131,199,246,329,564
558.0,3003,3003,130,199,250,356,500
559.0,3006,3006,125,189,230,330,1042
560.0,3003,3003,124,199,248,339,635
561.0,3006,3006,119,191,228,309,505
562.0,3006,3006,126,194,243,331,433
563.0,3003,3003,123,202,261,335,521
564.0,3006,3006,127,202,260,340,461
565.0,3003,3003,131,201,244,326,405
566.0,3003,3003,131,196,243,319,444
567.0,3003,3003,122,201,244,333,792
568.0,3006,3006,125,203,260,338,579
569.0,3005,3006,127,202,253,358,536
570.0,3004,3003,129,205,266,363,679
571.0,3003,3003,127,201,256,351,559
572.0,3006,3006,126,197,239,325,536
573.001,3001,3002,130,197,239,315,399
574.001,3004,3004,134,200,248,349,2031
575.0,3006,3006,123,198,240,335,945
576.0,3006,3006,130,203,250,332,516
577.0,3003,3003,132,202,242,324,412
578.0,3003,3003,120,199,254,364,1128
579.0,3006,3006,126,197,250,334,692
580.0,3003,3003,126,201,251,334,480
581.001,3005,3004,118,198,246,327,414
582.001,3005,3006,128,189,225,312,422
583.0,3006,3006,126,196,241,332,494
584.0,3002,3002,127,199,256,375,568
585.0,3006,3006,122,199,253,386,1258
586.0,3003,3002,125,196,239,349,624
587.0,3006,3006,127,204,255,345,435
588.001,3004,3005,128,196,244,341,656
589.001,3003,3003,129,188,230,314,423
590.0,3005,3004,118,195,241,327,417
591.0,3003,3004,124,201,241,328,484
592.0,3006,3006,121,193,240,315,408
593.0,3003,3003,122,200,251,341,786
594.0,3006,3005,125,199,250,333,606
595.0,3006,3006,125,198,238,320,534
596.0,3003,3003,124,201,244,331,5216
597.0,3003,3003,124,196,233,313,409
598.0,3006,3006,127,190,232,320,708
599.0,3003,3004,129,198,246,326,441
600.0,3006,3005,126,202,247,336,503
601.0,3003,3003,133,200,250,332,434
602.0,3006,3006,120,208,241,307,468
603.0,3003,3003,133,222,256,343,506
604.0,3003,3003,125,217,249,307,507
605.0,3006,3006,122,222,262,351,1626
606.0,3006,3006,134,217,251,318,508
607.001,3003,3003,128,214,255,340,447
608.0,3006,3006,124,210,247,349,1007
609.0,3003,3003,134,217,250,311,444
610.0,3003,3003,136,212,238,292,428
611.0,3003,3003,135,218,258,337,490
612.0,3006,3006,135,206,231,302,408
613.0,3003,3003,133,201,229,296,456
614.0,3003,3003,132,214,261,336,519
615.0,3003,3004,131,207,248,349,1517
616.0,3006,3005,135,202,228,309,537
617.0,3003,3003,133,205,241,310,447
618.0,3006,3006,135,221,264,376,531
619.0,3003,3003,132,207,239,291,419
620.0,3003,3003,133,207,235,321,445
621.0,3006,3006,134,202,239,559,9194
622.0,3005,3006,127,204,234,311,388
623.0,3004,3003,132,201,229,290,423
624.001,3003,3004,126,197,224,301,508
625.0,3005,3005,134,194,224,289,443
626.0,3006,3006,119,198,231,304,408
627.0,3006,3006,123,216,254,351,680
628.0,3003,3003,134,216,252,363,1052
629.0,3003,3003,134,204,236,320,1573
630.0,3007,3006,122,211,244,323,499
631.001,3002,3002,126,210,240,314,400
632.0,3007,3007,131,224,267,339,418
633.0,3005,3006,128,198,230,303,413
634.0,3006,3005,131,200,229,312,446
635.0,3003,3004,138,219,256,344,548
636.0,3003,3003,131,200,225,293,469
637.0,3003,3003,130,199,231,297,428
638.0,3006,3006,126,203,241,341,550
639.0,3006,3005,126,204,230,289,402
640.0,3003,3004,136,209,245,344,576
641.0,3003,3003,135,209,241,303,434
642.0,3006,3006,139,214,247,349,513
643.0,3006,3005,126,209,238,315,700
644.0,3003,3004,131,209,243,322,484
645.0,3006,3006,133,201,231,296,471
646.0,3003,3002,128,196,224,286,395
647.0,3006,3007,130,204,232,294,370
648.0,3006,3005,134,216,258,9325,15731
649.0,3006,3006,122,201,227,279,347
650.0,3003,3004,131,202,231,286,350
651.0,3006,3005,137,214,246,304,375
652.0,3003,3004,141,216,248,304,365
653.0,3006,3006,133,216,250,331,1149
654.0,3003,3003,135,202,229,276,318
655.0,3006,3005,132,219,259,334,378
656.0,3003,3003,130,215,246,295,372
657.0,3003,3003,131,228,268,645,1979
658.0,3006,3006,128,225,258,304,564
659.0,3006,3006,131,229,259,313,420
660.0,3003,3003,134,208,241,309,1425
661.0,3006,3006,134,219,250,324,437
662.0,3006,3006,129,211,242,308,404
663.0,3003,3003,133,206,240,310,454
664.0,3003,3003,122,194,223,280,426
665.0,3006,3007,131,207,248,359,986
666.0,3006,3005,123,197,222,276,485
667.0,3003,3004,129,221,255,341,590
668.0,3006,3005,137,225,262,348,475
669.0,3003,3003,136,216,242,299,458
670.0,3006,3003,135,222,267,353,656
671.0,3003,3006,129,208,235,307,476
672.0,3006,3006,127,204,235,300,374
673.0,3006,3006,136,208,237,310,369
674.0,3006,3006,123,210,240,296,333
675.0,3003,3003,127,213,249,333,396
676.0,3006,3006,119,210,246,332,1008
677.0,3006,3006,129,215,252,314,360
678.0,3003,3003,125,212,247,318,988
679.0,3003,3003,135,203,234,294,338
680.0,3003,3003,123,202,229,304,549
681.0,3006,3006,122,196,221,279,355
682.0,3003,3004,131,202,233,299,355
683.0,3006,3005,135,202,229,307,661
684.0,3006,3006,120,209,240,310,1017
685.0,3003,3003,128,199,226,290,370
686.0,3003,3003,140,210,241,318,443
687.0,3006,3006,130,211,250,9108,18058
688.0,3003,3003,136,200,224,284,533
689.0,3006,3006,124,198,221,278,348
690.0,3003,3003,133,206,240,312,369
691.0,3003,3003,132,205,240,299,376
